nome_completo,descricao_curta,setor,subsetor,organizacao,localizacoes,latitude,longitude,endereco_principal,custo_estimado,moeda,custo_original,status_atividade,eh_ppp,tipo_projeto,arranjo_contratual,processo_licitacao,outro_arranjo_contratual,outro_processo_licitacao,GUID
Rodovias de Santa Catarina,"As rodovias federais e estaduais de SC fazem a interligação entre vários estados e países do Mercosul. Pelas Rodovias integrantes do estudo circulam produtos destinados aos principais portos da região, Paranaguá/PR, Itajaí/SC, Imbituba/SC, Navegantes/SC, São Francisco do Sul/SC e Santos/SP, além de abastecer com produtos cidades importantes dos estados de Santa Catarina, Paraná, Rio Grande do Sul e países membros do Mercosul. Também se destaca o fluxo destinado ao turismo, tanto interno quanto do exterior, com destino &#224;s praias catarinenses.",Transport,Highway,SEPPI,Santa Catarina,,,Santa Catarina,0.181412,,,Project Definition,True,Refurbishment/Replacement,,,,,734bc6af-77a2-4447-a967-ce5143be0e6c
Ilumina&#231;&#227;o P&#250;blica - Souza (PB),A definir,Urban Services,Street Lighting,SEPPI,Souza,,,Souza,0.192504,BRL,0.192504 BRL,Project Definition,True,Refurbishment/Replacement,,,,,739bd6f6-c612-4cb2-aacc-3554964d3122
Canal de Acesso Aquaviário aos Portos de Paranaguá e Antonina/PR,"O escopo da concessão abrangerá as funç&#245;es de administração portuária, no que tange &#224; gestão das infraestruturas de acesso aquaviário, buscando-se a ampliação, manutenção e exploração do canal de acesso aos Portos de Paranaguá e Antonina por meio da concessão.",Transport,Seaport,SEPPI,Paraná,,,Paraná,226994766.525,BRL,226994766.525 BRL,Project Definition,True,New,,,,,73cfd5fb-20f9-43a9-b39f-89be0ea9caa5
BR-116/251/MG - Rota das Gerais,"BR-116/251/MG - Rota Gerais&#10;Trecho com 734,90 km de extensão.",Transport,Highway,SEPPI,Estado de Minas Gerais,,,Estado de Minas Gerais,1365885920.0,BRL,1365885920.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,743c3dec-0596-4049-972b-7ad1e0fb5850
Iluminação Pública - Consórcio CDS Litoral Sul (BA),A Definir,Urban Services,Street Lighting,SEPPI,Bahia,,,Bahia,10395757.0,BRL,10395757.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,74c02f8a-2630-4d27-901a-3f097aa9fcc8
PAR03 - granéis sólidos minerais Porto de Paranaguá/PR,A Definir,Transport,Seaport,SEPPI,Paraná,,,Paraná,30360000.0,BRL,30360000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,74d5752e-fd5d-4962-a848-b13a8b56bece
Consórcio Sustentável do Território do São Francisco - CONSTESF/BA,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Bahia,,,Bahia,16589617.0,BRL,16589617.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,758a265e-9adc-482b-a14a-f1a3bd882087
RDJ10 -Terminal de cargas gerais  no Porto do Rio de Janeiro/RJ,"O Terminal RDJ10 é uma instalação portuária destinada &#224; movimentação e armazenagem de cargas gerais não-conteinerizadas, especialmente produtos siderúrgicos, localizada no Porto Organizado do Rio de Janeiro (RJ).",Transport,Seaport,SEPPI,Rio de Janeiro,,,Rio de Janeiro,10870112.0,BRL,10870112.0 BRL,Project Definition,True,New,,,,,75b94094-15f2-4631-b2e5-6c922d59e162
Educa&#231;&#227;o Infantil - Munic&#237;pio de Feira de Santana (BA),"Projeto de estruturação de concessão administrativa para construção, manutenção, conservação, gestão e operação dos serviços não pedagógicos de cerca de 30 unidades educacionais da rede municipal de educação infantil do município de Feira de Santana (BA).",Social Infrastructure,School,SEPPI,Feira de Santana,,,Feira de Santana,14539950.0,BRL,14539950.0 BRL,Project Definition,True,New,,,,,769176bb-9c9f-4385-902f-beacec178505
Trilha do Macuco - Parque Nacional do Iguaçu/PR,A Definir,Other,Other,SEPPI,Paraná,,,Paraná,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,76945b95-8813-44c8-9920-f3c0d115665f
MUC59 - Terminal de granel líquido no Porto de Mucuripe/CE,A Definir,Transport,Seaport,SEPPI,Ceará,,,Ceará,34026960.0,BRL,34026960.0 BRL,Project Definition,True,New,,,,,7779bcee-3fe1-41f6-9b4b-5b1fd84b2989
Anel Ferrovi&#225;rio Sudeste (EF-118),A definir,Transport,Intercity Rail,SEPPI,Estado do Rio de Janeiro; Estado de Espírito Santo; Nova Iguaçu; Santa Leopoldina,"{'address': 'Santa Leopoldina, Espírito Santo', 'location': {'x': '-40.5296205', 'y': '-20.0982808'}, 'score': 100.0, 'attributes': {'ResultID': 4, 'Place_addr': 'Santa Leopoldina, Espírito Santo', 'City': 'Santa Leopoldina', 'Subregion': '', 'Region': 'Espírito Santo'}}","{'address': 'Nova Iguacu, Rio de Janeiro', 'location': {'x': '-43.45151', 'y': '-22.7597835'}, 'score': 100.0, 'attributes': {'ResultID': 3, 'Place_addr': 'Nova Iguacu, Rio de Janeiro', 'City': 'Nova Iguacu', 'Subregion': '', 'Region': 'Rio de Janeiro'}}",Estado do Rio de Janeiro,813573600.0,BRL,813573600.0 BRL,Project Definition,True,New,,,,,78bf6df6-ef43-4c8e-a9ea-aead39973eab
IQI15 -  graneis s&#243;lidos vegetais no porto de Itaqui/MA,"Com ára total de aprooximadamente 50.464 m&#178;, será utilizada para armazenagem e&#10;movimentação portuária de graneis sólidos vegetais.",Transport,Seaport,SEPPI,São Luís,,,São Luís,882815187.674,BRL,882815187.674 BRL,Project Definition,True,Refurbishment/Replacement,,,,,79492aeb-d11c-45a1-b3a2-e3389076841c
Barragem de Truvisco (DNOCS),A definir,Other,Other,SEPPI,Estado da Bahia,,,Estado da Bahia,0.181696,BRL,0.181696 BRL,Project Definition,True,Refurbishment/Replacement,,,,,7a4da49f-e374-4f2a-b3e0-27af466e1cf9
Ilumina&#231;&#227;o P&#250;blica - Vinhedo (SP),A definir,Urban Services,Street Lighting,SEPPI,Vinhedo,,,Vinhedo,0.184949,BRL,0.184949 BRL,Project Definition,True,Refurbishment/Replacement,,,,,7a7d47ae-6172-4da4-899d-d40761ca8cc3
IQI14 - Terminal de Combustíveis no Porto de Itaqui/MA,A Definir,Transport,Seaport,SEPPI,Maranhão,,,Maranhão,21105920.0,BRL,21105920.0 BRL,Project Definition,True,Expansion,,,,,7aa3c61e-ff19-4804-ad09-7515d969c1f4
REC04 - Terminal de granel sólido e carga geral no Porto de Recife/PE,A Definir,Transport,Seaport,SEPPI,Pernambuco,,,Pernambuco,642028.0,BRL,642028.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,7c320630-e604-473f-8bdc-9dd3c60a0a98
Barragem de Zabumb&#227;o (Codevasf),A definir,Water & Waste,Other Water & Waste,SEPPI,Estado da Bahia,,,Estado da Bahia,0.181284,BRL,0.181284 BRL,Project Definition,True,Refurbishment/Replacement,,,,,7d8495bd-6f12-4ecd-bb15-eac57721af9f
Habitação para Locação Social - Recife/PE,Projeto de estruturação de PPP no setor de habitação para locação social no Município do Recife/PE.,Social Infrastructure,Housing,SEPPI,Pernambuco; Recife,"{'address': 'Recife, Pernambuco', 'location': {'x': '-34.871176', 'y': '-8.0551894'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Recife, Pernambuco', 'City': 'Recife', 'Subregion': '', 'Region': 'Pernambuco'}}","{'address': 'PE', 'location': {'x': '-37.997678124001', 'y': '-8.325217431166'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Pernambuco', 'City': '', 'Subregion': '', 'Region': 'Pernambuco'}}",Pernambuco,37456518.0,BRL,37456518.0 BRL,Project Definition,True,New,,,,,7e46d891-720e-48ff-bb15-c2ca910ae463
Consórcio de Des. Sust. do Triângulo Mineiro e Alto Paranaíba-CIDES/MG,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Minas Gerais,,,Minas Gerais,16104526.0,BRL,16104526.0 BRL,Project Definition,True,New,,,,,7f860e6a-2afa-4282-ad24-8df915d656ab
SSB01 - Terminal de carga geral no Porto de São Sebastião/SP,A Definir,Transport,Seaport,SEPPI,São Paulo,,,São Paulo,115470960.0,BRL,115470960.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,7f935c06-6680-4853-8f8a-ca142c7a2e93
1&#186; Leil&#227;o de Transmiss&#227;o de Energia 2027,A Definir,Energy,Transmission Line,SEPPI,,,,,0.0,BRL,,Project Definition,True,New,,,,,7f98f52b-0417-4a84-a60b-23104b8352e1
Hidrovia do Tocantins,A Definir,Transport,Other Transport,SEPPI,"Pará,Tocantins",,,"Pará,Tocantins",0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,7fa72dfe-7f6b-4e1a-bd47-3b525725246a
Terminal Pesqueiro de Aracaju/SE,"O litoral do Estado de Sergipe possui ao longo dos seus parcos 163 km de costa cinco grandes estuários: São Francisco, Japaratuba, Sergipe, Vaza-Barris e Piauí/Real, caracterizando dessa forma uma biodiversidade aquática relevante e potencial pesqueiro. A produção pesqueira do Estado foi de 5.600 toneladas no ano de 2014.",Other,Other,SEPPI,Aracaju,,,Aracaju,694733.351487,BRL,694733.351487 BRL,Project Definition,True,Refurbishment/Replacement,,,,,80d11795-e92e-4666-95f3-6b92c2a35cb9
Saneamento - CASAL (AL),A definir,Water & Waste,Water Supply Infrastructure,SEPPI,Estado de Alagoas,,,Estado de Alagoas,0.184949,BRL,0.184949 BRL,Project Definition,True,Refurbishment/Replacement,,,,,8183481c-c908-4fb7-8505-dbd3e78230c1
Ilumina&#231;&#227;o P&#250;blica - Patroc&#237;nio (MG),A definir,Urban Services,Street Lighting,SEPPI,Patrocínio,,,Patrocínio,0.192352,BRL,0.192352 BRL,Project Definition,True,Refurbishment/Replacement,,,,,81e1899d-1386-4874-bcd3-d79a4ceebb2b
Unidades de Manejo na Flona do Jamanxim/PA,A Definir,Other,Other,SEPPI,Pará,,,Pará,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,8320414a-6b8f-40c5-b3d6-c6240c948458
BR-116/BA/PE - Rota dos Sert&#245;es,BR-116/BA/PE - Feira de Santana a Salgueiro&#10;Trecho com 502 km de extensão.,Transport,Highway,SEPPI,"Bahia,Pernambuco",,,"Bahia,Pernambuco",528000000.0,BRL,528000000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,83410882-d8f2-4f75-a3ef-1d260041f508
Iluminação Pública - Valparaíso de Goiás (GO),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 198 mil habitantes que serão diretamente impactados pelo projeto. &#10;O projeto está sendo estruturado pelo Consórcio CDS Litoral Sul com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,SEPPI,Goiás; Valparaíso de Goiás,"{'address': 'Goiás', 'location': {'x': '-50.1402368', 'y': '-15.9390507'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Goiás', 'City': 'Goiás', 'Subregion': '', 'Region': 'Goiás'}}","{'address': 'Valparaíso de Goiás, Goiás', 'location': {'x': '-47.987344', 'y': '-16.0547061'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Valparaíso de Goiás, Goiás', 'City': 'Valparaíso de Goiás', 'Subregion': '', 'Region': 'Goiás'}}",Goiás,3340022.0,BRL,3340022.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,83e93725-6e10-4b73-9d6f-f264d5e8d378
Restaura&#231;&#227;o Florestal na Rebio Nascentes da Serra do Cachimbo/PA,"Concessão para manejo florestal sustentável de 342,2 mil hectares, dos quais 36.647,91 hectares degradados da floresta são destinados para restauração florestal, recuperação de seus serviços ecossistêmicos e geração de emprego e renda para a comunidade local.",Other,Other,SEPPI,Altamira; Novo Progresso,"{'address': 'Altamira, Pará', 'location': {'x': '-52.2048342', 'y': '-3.1937118'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Altamira, Pará', 'City': 'Altamira', 'Subregion': '', 'Region': 'Pará'}}","{'address': 'Novo Progresso, Pará', 'location': {'x': '-55.4198331', 'y': '-7.0399446'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Novo Progresso, Pará', 'City': 'Novo Progresso', 'Subregion': '', 'Region': 'Pará'}}",Altamira,0.181934,BRL,0.181934 BRL,Project Definition,True,Refurbishment/Replacement,,,,,84527695-dd24-42bc-a8db-a5e8830a4eaf
Rodovias Integradas do Paraná - lote 5,BR-158/163/369/467 e PR-317,Transport,Highway,SEPPI,Paraná; Guaíra; Ubiratã; Corbélia; Cascavel; Toledo; Marechal Cândido Rondon,"{'address': 'Corbélia, Paraná', 'location': {'x': '-53.2926607', 'y': '-24.7981211'}, 'score': 100.0, 'attributes': {'ResultID': 4, 'Place_addr': 'Corbélia, Paraná', 'City': 'Corbélia', 'Subregion': '', 'Region': 'Paraná'}}","{'address': 'Ubiratã, Paraná', 'location': {'x': '-52.9894511', 'y': '-24.5460762'}, 'score': 100.0, 'attributes': {'ResultID': 3, 'Place_addr': 'Ubiratã, Paraná', 'City': 'Ubiratã', 'Subregion': '', 'Region': 'Paraná'}}",Paraná,808192000.0,BRL,808192000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,8467bf36-e121-463f-b997-0a39002e6498
MAC14 - Terminal para toras e cavaco de madeira no Porto de Maceió/AL,A Definir,Transport,Seaport,SEPPI,Alagoas,,,Alagoas,7359440.0,BRL,7359440.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,858076ed-4fba-44fc-8b6d-055c2a8011cd
Educação Infantil - Município de Caxias do Sul (RS),"Projeto de estruturação de concessão administrativa para construção, manutenção, conservação, gestão e operação dos serviços não-pedagógicos de 31 (trinta e uma) novas unidades educacionais da rede municipal de educação infantil do município de Caxias do Sul (RS).",Social Infrastructure,School,SEPPI,Rio Grande do Sul; Caxias do Sul,"{'address': 'Caxias do Sul, Rio Grande do Sul', 'location': {'x': '-51.1795076', 'y': '-29.1677335'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Caxias do Sul, Rio Grande do Sul', 'City': 'Caxias do Sul', 'Subregion': '', 'Region': 'Rio Grande do Sul'}}","{'address': 'RS', 'location': {'x': '-53.316139942784', 'y': '-29.738736042187'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Rio Grande do Sul', 'City': '', 'Subregion': '', 'Region': 'Rio Grande do Sul'}}",Rio Grande do Sul,109173078.623901,BRL,109173078.623901 BRL,Project Definition,True,New,,,,,8587a771-a713-4b0d-bdaa-594649c26413
Habitação para Locação Social - Campo Grande/MS,Projeto de estruturação de PPP no setor de habitação para locação social no Município de Campo Grande/MS,Social Infrastructure,Housing,SEPPI,Mato Grosso do Sul; Campo Grande,"{'address': 'Campo Grande, Mato Grosso do Sul', 'location': {'x': '-54.6477573', 'y': '-20.4435311'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Campo Grande, Mato Grosso do Sul', 'City': 'Campo Grande', 'Subregion': '', 'Region': 'Mato Grosso do Sul'}}","{'address': 'MS', 'location': {'x': '-54.845477241844', 'y': '-20.327418505414'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Mato Grosso do Sul', 'City': '', 'Subregion': '', 'Region': 'Mato Grosso do Sul'}}",Mato Grosso do Sul,21648000.0,BRL,21648000.0 BRL,Project Definition,True,New,,,,,85f471ce-4876-403e-a401-9e0eedd5f358
Vale do Iuiú/BA,A Definir,Water & Waste,Irrigation,SEPPI,Bahia,,,Bahia,308000000.0,BRL,308000000.0 BRL,Project Definition,True,New,,,,,870432be-2fa4-4b58-bc96-df5357403831
Cidades Inteligentes - Recife (PE),"Concessão do Sistema de Geração Distribuída, Iluminação Pública e Gestão Semafórica na cidade de Recife/PE",Urban Services,Street Lighting,SEPPI,Recife,,,Recife,0.18044,BRL,0.18044 BRL,Project Definition,True,New,,,,,871471ec-fe5d-4287-bc10-90585f753f80
Educa&#231;&#227;o Infantil - Munic&#237;pio de Natal (RN),A definir,Social Infrastructure,School,SEPPI,Natal,,,Natal,0.184887,BRL,0.184887 BRL,Project Definition,True,Refurbishment/Replacement,,,,,88dce577-04c5-4d26-8aad-a3ec3364ed0a
BR-116/376/PR e BR-101/SC - Otimiza&#231;&#227;o Rota Litoral Sul,A definir,Transport,Highway,SEPPI,Estado do Paraná; Estado de Santa Catarina,"{'address': 'Estado do Paraná', 'location': {'x': '-51.33333', 'y': '-24.5'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Paraná', 'City': '', 'Subregion': '', 'Region': 'Paraná'}}","{'address': 'Estado de Santa Catarina', 'location': {'x': '-50.0', 'y': '-27.0'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Santa Catarina', 'City': '', 'Subregion': '', 'Region': 'Santa Catarina'}}",Estado do Paraná,1556860190.0,BRL,1556860190.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,898c89be-6ef0-4d68-bbd2-72e03cb405df
Restaura&#231;&#227;o Florestal na Flona do Jamanxim/PA,"Concessão para manejo florestal sustentável de aproximadamente 365 mil hectares, dos quais 222.195,24 hectares degradados da floresta são destinados para restauração florestal, recuperação de seus serviços ecossistêmicos e geração de emprego e renda para a comunidade local.",Other,Other,SEPPI,Estado do Pará,,,Estado do Pará,0.185735,BRL,0.185735 BRL,Project Definition,True,Refurbishment/Replacement,,,,,89af9448-d5b3-466a-b9ec-1660fd99dffb
Barragens do DNOCS,A definir,Water & Waste,Other Water & Waste,SEPPI,Vitória da Conquista,,,Vitória da Conquista,0.181874,BRL,0.181874 BRL,Project Definition,True,Refurbishment/Replacement,,,,,8adf1926-f1f9-493a-b03b-378bd86f260f
BR-163/MS (Otimização MSVIA),"Otimização do contrato da MSVIA&#10;BR-163/MS - 845,90 km",Transport,Highway,SEPPI,Mato Grosso do Sul,,,Mato Grosso do Sul,1584000000.0,BRL,1584000000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,8b14d8de-328d-42a2-873c-3d40b1691fb8
Iluminação Pública - Colatina (ES),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 119 mil habitantes que serão diretamente impactados pelo projeto.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,SEPPI,Espírito Santo; Colatina,"{'address': 'Colatina, Espírito Santo', 'location': {'x': '-40.629256', 'y': '-19.5344985'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Colatina, Espírito Santo', 'City': 'Colatina', 'Subregion': '', 'Region': 'Espírito Santo'}}","{'address': 'ES', 'location': {'x': '-40.671194861124', 'y': '-19.574809818209'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Espírito Santo', 'City': '', 'Subregion': '', 'Region': 'Espírito Santo'}}",Espírito Santo,4026000.0,BRL,4026000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,8c14418c-98ab-45d4-919f-24dddc0be03a
Palacete Carvalho Motta - Fortaleza/CE,A Definir,Social Infrastructure,Tourist Facility,SEPPI,Ceará,,,Ceará,1994080.0,BRL,1994080.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,8c70887b-fd2d-4d28-8fb0-eb2d61a78c8a
BR-070/174/364/MT/RO - CN3 - Rota Agro Central,Trecho Vilhena/RO - Cuiabá/MT&#10;&#10;Integra lotes Centro-Oeste e Norte,Transport,Highway,SEPPI,"Mato Grosso,Rondônia",,,"Mato Grosso,Rondônia",670736000.0,BRL,670736000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,8d191d82-7d1e-47d9-9f25-a580984292ad
&#193;reas do Centro de Instru&#231;&#227;o de Guerra na Selva do Ex&#233;rcito Brasileiro,A Definir,Social Infrastructure,Tourist Facility,SEPPI,Amazonas,,,Amazonas,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,8d2bfbb1-1ab5-43ec-bcb4-8b45c530455d
VDC29 -Terminal de granel sólido vegetal no Porto de Vila do Conde/PA,"Trata-se de projeto greenfield, localizado dentro da poligonal do Porto Organizado de Vila do Conde (PA), destinada &#224; movimentação e armazenagem de granéis sólidos vegetais. A área de arrendamento denominada VDC29 possui 67.448 m&#178;, composta por área onshore de 56.850 m&#178; e offshore de 10.598 m&#178;.",Transport,Seaport,SEPPI,Pará; Vila do Conde,"{'address': 'PA', 'location': {'x': '-53.07030619154', 'y': '-3.980709797245'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Pará', 'City': '', 'Subregion': '', 'Region': 'Pará'}}","{'address': 'Vila do Conde, Barueri, São Paulo', 'location': {'x': '-46.8681', 'y': '-23.53155'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Vila do Conde, Barueri, São Paulo', 'City': '', 'Subregion': 'Barueri', 'Region': 'São Paulo'}}",Pará,126022336.0,BRL,126022336.0 BRL,Project Definition,True,New,,,,,8f4f887b-17b2-4624-8026-b795ea62d805
Parque Nacional da Serra dos Órgãos/RJ,A Definir,Other,Other,SEPPI,Rio de Janeiro,,,Rio de Janeiro,6688000.0,BRL,6688000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,9010ae8c-9060-43b2-8c93-7ef86e02b192
Rodovias Integradas do Paraná - lote 4,BR-272/369/376 e PR-182/272/317/323/444/862/897/986,Transport,Highway,SEPPI,Paraná,,,Paraná,1470128000.0,BRL,1470128000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,90a36e6f-baa2-4773-ab9d-0118b97f7ccb
Aeroporto do Galeão/RJ,A Definir,Transport,Airport,SEPPI,Rio de Janeiro,,,Rio de Janeiro,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,90f37771-7341-47d3-afa5-a9816ba34054
BR-381/MG/SP (Otimiza&#231;&#227;o Fern&#227;o Dias),"OTIMIZAÇÃO CONTRATUAL da concessão da BR-381/MG/SP, conhecida como Fernão Dias, está inserida nos estados de Minas Gerais e São Paulo, conectando Belo Horizonte (MG) a São Paulo (SP).&#10;O trecho atravessa 33 municípios, sendo a principal ligação entre as duas capitais e uma rota estratégica para o escoamento de produção industrial, agrícola e mineral. Observa-se predominância de cargas gerais, produtos manufaturados e minérios, devido &#224; intensa atividade econômica da região.",Transport,Highway,SEPPI,Estado de Minas Gerais; Estado de São Paulo,"{'address': 'Estado de Minas Gerais', 'location': {'x': '-44.0', 'y': '-18.0'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Minas Gerais', 'City': '', 'Subregion': '', 'Region': 'Minas Gerais'}}","{'address': 'Estado de São Paulo', 'location': {'x': '-49.0', 'y': '-22.0'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'São Paulo', 'City': '', 'Subregion': '', 'Region': 'São Paulo'}}",Estado de Minas Gerais,1821033800.0,BRL,1821033800.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,91086620-30d2-4663-8dea-909b15079757
PAR15 - Terminal de granel vegetal no Porto de Paranaguá/PR,A Definir,Transport,Seaport,SEPPI,Paraná,,,Paraná,51598272.0,BRL,51598272.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,913ebfc5-dbff-4617-98b7-f2123d80cd6f
BR-262/ES,A definir,Transport,Highway,SEPPI,Estado de Espírito Santo,,,Estado de Espírito Santo,0.181432,BRL,0.181432 BRL,Project Definition,True,Refurbishment/Replacement,,,,,922178f7-8eac-409a-8320-839133579224
Corredor Ferroviário Leste-Oeste,A Definir,Transport,Intercity Rail,SEPPI,"Baahia, Goiás,Mato Grosso,Tocantins",,,"Baahia, Goiás,Mato Grosso,Tocantins",4400000000.0,BRL,4400000000.0 BRL,Project Definition,True,New,,,,,9261c511-63fa-40f2-a53b-3fa5bf650eab
BR-393/RJ,"Tem como principal objetivo transformar um passivo de um conjunto de infraestruturas degradadas com vistas a permitir redução do tempo de viagem, diminuição de acidentes, desenvolvimento econômico regional, melhoria da mobilidade urbana e integração modal.",Transport,Highway,SEPPI,Estado do Rio de Janeiro; Volta Redonda; Além Paraíba,"{'address': 'Volta Redonda, Rio de Janeiro', 'location': {'x': '-44.101388', 'y': '-22.496586'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Volta Redonda, Rio de Janeiro', 'City': 'Volta Redonda', 'Subregion': '', 'Region': 'Rio de Janeiro'}}","{'address': 'Além Paraíba, Minas Gerais', 'location': {'x': '-42.6948525', 'y': '-21.8791009'}, 'score': 100.0, 'attributes': {'ResultID': 3, 'Place_addr': 'Além Paraíba, Minas Gerais', 'City': 'Além Paraíba', 'Subregion': '', 'Region': 'Minas Gerais'}}",Estado do Rio de Janeiro,0.60938,BRL,0.60938 BRL,Project Definition,True,Refurbishment/Replacement,,,,,926c1e8a-6353-4e59-9dc4-2abe7451ecbd
Educa&#231;&#227;o Infantil - Munic&#237;pio de Macei&#243; (AL),"Projeto de estruturação de concessão administrativa para construção, manutenção, conservação, gestão e operação dos serviços não pedagógicos de cerca de 30 novas unidades educacionais da rede municipal de educação infantil do município de Maceió (AL).",Social Infrastructure,School,SEPPI,Maceió,,,Maceió,102547062.0,BRL,102547062.0 BRL,Project Definition,True,New,,,,,92a752e2-1c91-458a-a88b-a45b49e65dea
Consórcio Público dos Municípios da Mata Sul - COMSUL/PE,A Definir,Water & Waste,Solid Waste Facility,SEPPI,Pernambuco,,,Pernambuco,13517108.0,BRL,13517108.0 BRL,Project Definition,True,New,,,,,956ec97e-db52-4ce3-8af9-6a602bb16fdc
BR-101/ES/BA (Otimização ECO101),"Otimização do contrato da ECO101&#10;BR-101/ES/BA - 478,80 km",Transport,Highway,SEPPI,"Bahia,Espírito Santo",,,"Bahia,Espírito Santo",1232000000.0,BRL,1232000000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,95ba3705-8488-460a-a02a-7f408dba33a3
VDC10 - Terminal de granél líquido/sólido no Porto de Vila de Conde/PA,"As atividades a serem desenvolvidas na área de arrendamento VDC10 envolvem recepção, armazenagem e expedição de granéis minerais.",Transport,Seaport,SEPPI,Pará; Vila do Conde,"{'address': 'PA', 'location': {'x': '-53.07030619154', 'y': '-3.980709797245'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Pará', 'City': '', 'Subregion': '', 'Region': 'Pará'}}","{'address': 'Vila do Conde, Barueri, São Paulo', 'location': {'x': '-46.8681', 'y': '-23.53155'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Vila do Conde, Barueri, São Paulo', 'City': '', 'Subregion': 'Barueri', 'Region': 'São Paulo'}}",Pará,199126048.0,BRL,199126048.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,95e9734f-c26a-40eb-b298-6082143b96ca
Manejo Sustent&#225;vel na Flona de Anau&#225;,Concessão florestal para a prática de manejo florestal sustentável voltado &#224; exploração econômica de produtos florestais madeireiros e não madeireiros em Unidades de Manejo Florestal (UMF) na Floresta Nacional de Anauá/RR.,Other,Other,SEPPI,Estado de Roraima,,,Estado de Roraima,0.181739,BRL,0.181739 BRL,Project Definition,True,Refurbishment/Replacement,,,,,96f67bdb-0e8c-4e40-ae00-cf717da5e633
RDJ11 - Terminal de carga geral no Porto do Rio de Janeiro/RJ,A Definir,Transport,Seaport,SEPPI,Rio de Janeiro,,,Rio de Janeiro,2577168.0,BRL,2577168.0 BRL,Project Definition,True,Expansion,,,,,97d471b7-9648-49ab-ac1f-ea1710e084fe
