nome_completo,descricao_curta,setor,subsetor,organizacao,localizacoes,latitude,longitude,endereco_principal,custo_estimado,moeda,custo_original,status_atividade,eh_ppp,tipo_projeto,arranjo_contratual,processo_licitacao,outro_arranjo_contratual,outro_processo_licitacao,GUID
Barragem de Morrinhos (DNOCS),A definir,Water & Waste,Other Water & Waste,SEPPI,Vitória da Conquista; Jequié,"{'address': 'Jequié, Bahia', 'location': {'x': '-40.0916162', 'y': '-13.8551593'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Jequié, Bahia', 'City': 'Jequié', 'Subregion': '', 'Region': 'Bahia'}}","{'address': 'Vitória da Conquista, Bahia', 'location': {'x': '-40.8371991', 'y': '-14.8649658'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Vitória da Conquista, Bahia', 'City': 'Vitória da Conquista', 'Subregion': '', 'Region': 'Bahia'}}",Vitória da Conquista,0.181808,BRL,0.181808 BRL,Project Definition,True,Refurbishment/Replacement,,,,,17e819cb-1962-4905-8306-c57ba90b182a
BR-116/PR/SC - Otimiza&#231;&#227;o Rota Planalto Sul,A definir,Transport,Highway,SEPPI,Estado do Paraná; Estado de Santa Catarina,"{'address': 'Estado do Paraná', 'location': {'x': '-51.33333', 'y': '-24.5'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Paraná', 'City': '', 'Subregion': '', 'Region': 'Paraná'}}","{'address': 'Estado de Santa Catarina', 'location': {'x': '-50.0', 'y': '-27.0'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Santa Catarina', 'City': '', 'Subregion': '', 'Region': 'Santa Catarina'}}",Estado do Paraná,750901000.0,BRL,750901000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,18765dc4-59f6-4045-9a46-e6afc2d5eb1c
ILH01 - Terminal múltiplo uso no Porto de Ilhéus/BA,"Terminal destinado &#224; movimentação e armazenagem de granéis sólidos vegetais, granéis sólidos minerais, carga geral e a Terminal de Passageiros. O arrendamento tem a premissa de permitir ao terminal flexibilidade nas operaç&#245;es com o intuito de trazer agilidade ao Porto, no que diz respeito &#224; prestação de serviços e atendimento &#224;s mais diversas cargas que possam ser movimentadas.",Transport,Seaport,SEPPI,Bahia; Ilhéus,"{'address': 'Ilhéus, Bahia', 'location': {'x': '-39.0484139', 'y': '-14.7916626'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Ilhéus, Bahia', 'City': 'Ilhéus', 'Subregion': '', 'Region': 'Bahia'}}","{'address': 'BA', 'location': {'x': '-41.721435781216', 'y': '-12.475311328523'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Bahia', 'City': '', 'Subregion': '', 'Region': 'Bahia'}}",Bahia,6677440.0,BRL,6677440.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,18aa7747-5c68-4d1d-9ffb-8883b23ac5f5
Projeto Poço Transparente,A Definir,Energy,Other Energy,SEPPI,Maranhão,,,Maranhão,9152000.0,BRL,9152000.0 BRL,Project Definition,True,New,,,,,191a04ea-53d0-48ae-a139-b4b94bc569f1
Parque Nacional da Serra da Bodoquena /MS,A Definir,Other,Other,SEPPI,Mato Grosso do Sul,,,Mato Grosso do Sul,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,1acf47a4-2d59-47a6-b2ac-390b33984d2f
Estudos para concessão de 1.600 km de rodovias,A Definir,Transport,Highway,SEPPI,"Bahia,Ceará,Goiás,Minas Gerais,Pernambuco",,,"Bahia,Ceará,Goiás,Minas Gerais,Pernambuco",0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,1b99e966-1b88-4bf6-a15a-087846ca2339
IMB11 - graneis s&#243;lidos vegetais no porto de Imbituba/SC,"Com área de aproximadamente 42.354,60m&#178; será destinada &#224; movimentação e armazenagem de graneis sólidos vegetais.",Transport,Seaport,SEPPI,Imbituba,,,Imbituba,34323050.679,BRL,34323050.679 BRL,Project Definition,True,Refurbishment/Replacement,,,,,1baa35b6-4288-4518-88c4-9157166f150d
Socioeducativo - Estado de Santa Catarina,"Projeto de estruturação de parceria público-privada para construção, implantação e operação de unidade de atendimento socioeducativo no Estado de Santa Catarina.",Social Infrastructure,School,SEPPI,Santa Catarina,,,Santa Catarina,5456000.0,BRL,5456000.0 BRL,Project Definition,True,New,,,,,1dc2fb2a-5acf-4492-9b58-0f22eed0256e
Educa&#231;&#227;o Infantil - Munic&#237;pio de Atibaia (SP),A definir,Social Infrastructure,School,SEPPI,Atibaia,,,Atibaia,6731025.0,BRL,6731025.0 BRL,Project Definition,True,New,,,,,216db9ed-1acd-4b0c-961d-f429e1493100
Projeto Pontal - Mancha 20,A Definir,Water & Waste,Irrigation,SEPPI,Pernambuco,,,Pernambuco,0.0,BRL,,Project Definition,True,Expansion,,,,,218fbb22-0e18-43df-bf17-5450bdd3c0dc
Eficientiza&#231;ao Energ&#233;tica - Pal&#225;cios do Governo Federal,A Definir,Energy,Other Energy,SEPPI,Brasília,,,Brasília,0.181123,BRL,0.181123 BRL,Project Definition,True,New,,,,,21d6e900-f6d0-4984-9856-1ae601d3b0ad
NAT01 - terminal de graneis s&#243;lidos minerais no porto de Natal,"A área de arrendamento denominada NAT01 poosui a finalidade de movimentar e de armazenar granéis sólidos minerais de exportação, notadamente minério de ferro, a área NAT01 tem dimensão de 20.251,32 m2.",Transport,Seaport,SEPPI,Natal; Estado do Rio Grande do Norte,"{'address': 'Natal, Rio Grande do Norte', 'location': {'x': '-35.2103978', 'y': '-5.7945609'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Natal, Rio Grande do Norte', 'City': 'Natal', 'Subregion': '', 'Region': 'Rio Grande do Norte'}}","{'address': 'Estado do Rio Grande do Norte', 'location': {'x': '-36.5', 'y': '-5.75'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Rio Grande do Norte', 'City': '', 'Subregion': '', 'Region': 'Rio Grande do Norte'}}",Natal,5596544.8,BRL,5596544.8 BRL,Project Definition,True,Refurbishment/Replacement,,,,,22044c07-aa2f-42ee-9331-2628dc64fc6a
Irrigação da Zona de Influência do Canal Adutor do Sertão Alagoano,A Definir,Water & Waste,Irrigation,SEPPI,Alagoas,,,Alagoas,0.0,BRL,,Project Definition,True,Expansion,,,,,2256fe19-a38f-4050-851c-23ab4d8f8dad
Saneamento Básico - Estado do Rio Grande do Norte,A Definir,Water & Waste,Waste Water Treatment,SEPPI,Rio Grande do Norte,,,Rio Grande do Norte,563200000.0,BRL,563200000.0 BRL,Project Definition,True,Expansion,,,,,229a579a-bfc2-41e0-aa23-e95744f505a3
RIG40 - graneis l&#237;quidos no porto de Rio Grande/RS,Com área de aproximadamente 38.670m&#178; será destinada &#224; movimentação e armazenagem de graneis líquidos,Transport,Seaport,SEPPI,Rio Grande; Estado do Rio Grande do Sul,"{'address': 'Rio Grande Protective Zone, Rio Grande do Sul', 'location': {'x': '-52.115804', 'y': '-32.0453644'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Rio Grande, Rio Grande do Sul', 'City': 'Rio Grande', 'Subregion': '', 'Region': 'Rio Grande do Sul'}}","{'address': 'Estado do Rio Grande do Sul', 'location': {'x': '-53.5', 'y': '-30.0'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Rio Grande do Sul', 'City': '', 'Subregion': '', 'Region': 'Rio Grande do Sul'}}",Rio Grande,10059702.167849,BRL,10059702.167849 BRL,Project Definition,True,Refurbishment/Replacement,,,,,2387ccba-3bff-487a-ab3e-8899b9ddeec8
Unidades de Manejo na Flona do Jatuarana/AM,A Definir,Other,Other,SEPPI,Amazonas,,,Amazonas,64838400.0,BRL,64838400.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,24a702fd-12e4-4b5e-924e-38f52b3fb788
Ilumina&#231;&#227;o P&#250;blica - S&#227;o Jo&#227;o Del Rei (MG),A definir,Urban Services,Street Lighting,SEPPI,São João del Rei,,,São João del Rei,0.192504,BRL,0.192504 BRL,Project Definition,True,Refurbishment/Replacement,,,,,256bfa22-4c93-49fd-a168-3a8ba2a43ab5
PAR14 - Terminal de granel vegetal no Porto de Paranaguá/PR,"Arrendamento de terminal portuário com área de 82.436 m&#178; dedicado &#224; movimentação e armazenagem de soja, farelo de soja, milho, açúcar, trigo, malte e cevada, principalmente.",Transport,Seaport,SEPPI,Paraná; Paranaguá,"{'address': 'PR', 'location': {'x': '-51.616519840319', 'y': '-24.636114420615'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Paraná', 'City': '', 'Subregion': '', 'Region': 'Paraná'}}","{'address': 'Paranaguá, Paraná', 'location': {'x': '-48.5100668', 'y': '-25.5185278'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Paranaguá, Paraná', 'City': 'Paranaguá', 'Subregion': '', 'Region': 'Paraná'}}",Paraná,87839488.0,BRL,87839488.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,27e366d0-bbce-4b04-9d0d-bc66d0f3482c
Unidades de Manejo na Flona do Trairão/PA,A Definir,Other,Other,SEPPI,Pará,,,Pará,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,29e5668e-73a3-4d34-b673-8f0787e5774b
Ilumina&#231;&#227;o P&#250;blica - Juazeiro (BA),A definir,Urban Services,Street Lighting,SEPPI,Juazeiro,,,Juazeiro,9696667.5,BRL,9696667.5 BRL,Project Definition,True,Refurbishment/Replacement,,,,,2a398bd6-632a-4497-8abb-b0f578dbfd08
Saneamento Básico - Estado de Pernambuco,A Definir,Water & Waste,Water Supply Infrastructure,SEPPI,Pernambuco,,,Pernambuco,4364624000.0,BRL,4364624000.0 BRL,Project Definition,True,Expansion,,,,,2b2ceaa5-4d64-4e4b-bd66-2e6eb7004be9
MUC03 - Terminal de Granel Sólido do Porto do Mucuripe/CE,O projeto conceitual prevê a recepção e estocagem de coque de petróleo e movimentação de enxofre e de fertilizantes.,Transport,Seaport,SEPPI,Ceará; Mucuripe,"{'address': 'Mucuripe, Feijó, Acre', 'location': {'x': '-71.08333', 'y': '-8.85'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Mucuripe, Feijó, Acre', 'City': '', 'Subregion': 'Feijó', 'Region': 'Acre'}}","{'address': 'CE', 'location': {'x': '-39.615744046528', 'y': '-5.093592020994'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Ceará', 'City': '', 'Subregion': '', 'Region': 'Ceará'}}",Ceará,11691723.0,BRL,11691723.0 BRL,Project Definition,True,Expansion,,,,,2cad717e-cba2-4998-8eda-2b0a0af28641
Complexo Industrial de Biotecnologia em Sa&#250;de - CIBS,"Análise de alternativas para estruturação do projeto de expansão e operacionalização do complexo, abrangendo construção, adequaç&#245;es de instalaç&#245;es, aquisição de equipamentos, modernização produtiva e aprimoramento da gestão e governança industrial.",Social Infrastructure,Hospital,SEPPI,Santa Cruz; Estado do Rio de Janeiro,"{'address': 'Santa Cruz, Rio de Janeiro', 'location': {'x': '-43.683763', 'y': '-22.9197214'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Santa Cruz, Rio de Janeiro', 'City': 'Rio de Janeiro', 'Subregion': '', 'Region': 'Rio de Janeiro'}}","{'address': 'Estado do Rio de Janeiro', 'location': {'x': '-42.5', 'y': '-22.25'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Estado do Rio de Janeiro', 'City': '', 'Subregion': '', 'Region': 'Estado do Rio de Janeiro'}}",Santa Cruz,1162728000.0,BRL,1162728000.0 BRL,Project Definition,True,New,,,,,2d58c260-5e3b-477e-842f-7637c43b487d
BR-153/282/470/SC - Rodovias Integradas de SC - Lote 03,A Definir,Transport,Highway,SEPPI,Estado de Santa Catarina,,,Estado de Santa Catarina,511232160.0,BRL,511232160.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,2da7c003-ce98-4b7a-bbeb-493ffe96d372
Educa&#231;&#227;o Infantil - Munic&#237;pio de Cajamar (SP),A definir,Social Infrastructure,School,SEPPI,Cajamar,,,Cajamar,0.608746,BRL,0.608746 BRL,Project Definition,True,New,,,,,2eecec26-796e-4f44-91d2-a7c3dc46c10c
Rumo Malha Sul - Corredor Paran&#225;-Santa Catarina,Prorrogação antecipada do contrato de concessão,Transport,Intercity Rail,SEPPI,"Paraná,Rio Grande do Sul,Santa Catarina,São Paulo",,,"Paraná,Rio Grande do Sul,Santa Catarina,São Paulo",1812800000.0,BRL,1812800000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,30669a87-2299-40d5-8d0a-3dbc127720e1
POA01 - Terminal de granel sólido vegetal no Porto de Porto Alegre/RS,"Trata-se de área brownfield, localizada no Porto de Porto Alegre/RS, para exploração de empreendimento voltado &#224; movimentação e armazenagem de granéis sólidos vegetais.",Transport,Seaport,SEPPI,Rio Grande do Sul; Porto Alegre,"{'address': 'Porto Alegre, Rio Grande do Sul', 'location': {'x': '-51.2286404', 'y': '-30.027679'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Porto Alegre, Rio Grande do Sul', 'City': 'Porto Alegre', 'Subregion': '', 'Region': 'Rio Grande do Sul'}}","{'address': 'RS', 'location': {'x': '-53.316139942784', 'y': '-29.738736042187'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Rio Grande do Sul', 'City': '', 'Subregion': '', 'Region': 'Rio Grande do Sul'}}",Rio Grande do Sul,2999964.0,BRL,2999964.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,32062dec-f6dd-4728-a751-33d810db8921
Antiga Estação Ferroviária de Diamantina/MG,A Definir,Social Infrastructure,Tourist Facility,SEPPI,Minas Gerais,,,Minas Gerais,1547040.0,BRL,1547040.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,33839d16-e8d5-4953-9106-6807bf9fb0f7
Engenho Maranh&#227;o/PE,Distribuição de água nos municípios de Ipojuca e Cabo de Santo Agostinho em Pernambuco,Water & Waste,Water Supply Infrastructure,SEPPI,Santo Agostinho; Ipojuca,"{'address': 'Ipojuca, Pernambuco', 'location': {'x': '-35.06543', 'y': '-8.400285'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Ipojuca, Pernambuco', 'City': 'Ipojuca', 'Subregion': '', 'Region': 'Pernambuco'}}","{'address': 'Santo Agostinho, Viana, Espírito Santo', 'location': {'x': '-40.4988782', 'y': '-20.3929878'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Viana, Espírito Santo', 'City': 'Viana', 'Subregion': '', 'Region': 'Espírito Santo'}}",Santo Agostinho,66336550.0,BRL,66336550.0 BRL,Project Definition,True,New,,,,,341f3ca1-a7fd-477d-ba94-3f713703993e
Baixo Acara&#250;/CE,"O perímetro de irrigação Baixo Acaraú é abastecido pelas águas do rio Acaraú, perenizado no trecho pelas águas dos açudes de Araras e Serrote.",Water & Waste,Irrigation,SEPPI,Acaraú; Bela Cruz; Marco,"{'address': 'Acaraú, Ceará', 'location': {'x': '-40.1192981', 'y': '-2.8885375'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Acaraú, Ceará', 'City': 'Acaraú', 'Subregion': '', 'Region': 'Ceará'}}","{'address': 'Marco, Ceará', 'location': {'x': '-40.1498831', 'y': '-3.12157'}, 'score': 100.0, 'attributes': {'ResultID': 3, 'Place_addr': 'Marco, Ceará', 'City': 'Marco', 'Subregion': '', 'Region': 'Ceará'}}",Acaraú,16901448.0,BRL,16901448.0 BRL,Project Definition,True,New,,,,,344d2b96-3348-41d9-a477-64ca11b44b2b
Iluminação Pública - São Félix do Xingu (PA),"A PPP de Iluminação Pública representa um passo importante na busca contínua das administraç&#245;es municipais por melhorias significativas na qualidade de vida dos mais de 65 mil habitantes que serão diretamente impactados pelo projeto.&#10;O projeto está sendo estruturado com recursos do Fundo de Estruturação de Projetos (FEP/CAIXA). Além disso, a estruturação também conta com o assessoramento da CAIXA e coordenação da Secretaria Especial do Programa de Parcerias e Investimentos (SEPPI).",Urban Services,Street Lighting,SEPPI,Pará; São Félix do Xingu,"{'address': 'PA', 'location': {'x': '-53.07030619154', 'y': '-3.980709797245'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Pará', 'City': '', 'Subregion': '', 'Region': 'Pará'}}","{'address': 'São Félix do Xingu, Pará', 'location': {'x': '-51.9729964', 'y': '-6.6485736'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'São Félix do Xingu, Pará', 'City': 'São Félix do Xingu', 'Subregion': '', 'Region': 'Pará'}}",Pará,2360987.0,BRL,2360987.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,350f8fce-2b7c-457d-831a-d005c3a6764d
5º Ciclo de Oferta Permanente no regime de concessão,A Definir,Energy,Other Energy,SEPPI,,,,,0.0,BRL,,Project Definition,True,New,,,,,354cb321-88dd-49bc-9fb6-6afb08ccb261
Ilumina&#231;&#227;o P&#250;blica - Natal (RN),A defnir,Urban Services,Street Lighting,SEPPI,Natal,,,Natal,32378967.62,BRL,32378967.62 BRL,Project Definition,True,Refurbishment/Replacement,,,,,356a7e5a-8811-4628-aeb4-b751a7761be7
Ilumina&#231;&#227;o P&#250;blica - Santa Cruz  do Capibaribe (PE),A definir,Urban Services,Street Lighting,SEPPI,Santa Cruz do Capibaribe,,,Santa Cruz do Capibaribe,0.192504,BRL,0.192504 BRL,Project Definition,True,Refurbishment/Replacement,,,,,38993bb2-4e2e-43f7-a176-5b300ea0a8a7
Unidades de Manejo na Flona de Pau-Rosa/AM,A Definir,Other,Other,SEPPI,Amazonas,,,Amazonas,30553600.0,BRL,30553600.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,390087b5-b5cc-48f9-b29e-be23cd49df47
Ferrovia Centro Atlântico S.A. - FCA,"Trata-se de uma prorrogação antecipada do contrato.  Os benefícios esperados a partir da prorrogação do contrato atual, por mais 30 anos, serão a obrigatoriedade de investimentos em segurança e o aumento de capacidade, que serão pactuados pela Agência Nacional de Transportes Terrestres (ANTT).",Transport,Intercity Rail,SEPPI,"Alagoas,Bahia,Espírito Santo,Goiás,Minas Gerais,Rio de Janeiro,São Paulo",,,"Alagoas,Bahia,Espírito Santo,Goiás,Minas Gerais,Rio de Janeiro,São Paulo",4221536000.0,BRL,4221536000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,3bfaea01-7c1e-400c-9fe2-df6f406edce8
STS08 - Terminal de Granéis Líquidos e Gasosos no Porto de Santos,"O empreendimento STS 08 &#8211; Terminal de Granéis Líquidos no Porto de SANTOS/SP possui 139.319m&#178; e é destinada &#224; armazenagem e distribuição de granéis líquidos, especialmente combustíveis. O prazo contratual será de 25 anos e os investimentos previstos totalizam R$ 265,5 milh&#245;es. A receita bruta total para o STS08 é de R$ 2,842 bilh&#245;es. Os futuros arrendatários do terminal pagarão &#224; autoridade portuária pelo uso da área o valor mensal de R$ 1.516.139,05 e mais R$ 9,35 por tonelada movimentada.",Transport,Seaport,SEPPI,São Paulo; Santos,"{'address': 'Santos, Sao Paulo', 'location': {'x': '-46.3264601', 'y': '-23.9562885'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Santos, Sao Paulo', 'City': 'Santos', 'Subregion': '', 'Region': 'Sao Paulo'}}","{'address': 'Sao Paulo', 'location': {'x': '-46.6382522', 'y': '-23.5486657'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Sao Paulo', 'City': 'Sao Paulo', 'Subregion': '', 'Region': 'Sao Paulo'}}",São Paulo,86416000.0,BRL,86416000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,3c254b01-3cf2-4e08-b2c3-5b6efa81dfcd
Hidrovia do Rio Madeira,A Definir,Transport,Other Transport,SEPPI,"Amazonas,Rondônia",,,"Amazonas,Rondônia",0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,3cc782fb-74a8-4ff2-8c65-64a6c28c739a
Tecon Santos 10 - movimenta&#231;&#227;o e armazenagem de cargas conteinerizadas,Antigo STS10,Transport,Seaport,SEPPI,"São Paulo; Santos",,,"São Paulo",578160000.0,BRL,578160000.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,3cde796c-7233-4bb0-aab4-c4a1dc3b178a
Antigo Aeroporto de Vit&#243;ria da Conquista,"Estudos para alternativas de parcerias em empreendimentos de múltiplos usos no antigo Aeroporto de Vitória da Conquista, em Vitória da Conquista, Bahia.",Other,Other,SEPPI,Vitória da Conquista,,,Vitória da Conquista,0.181765,BRL,0.181765 BRL,Project Definition,True,Refurbishment/Replacement,,,,,3d228904-a18a-4f94-b5ef-710a2df6bcc2
BR-153/SP - Otimiza&#231;&#227;o Transbrasiliana,A definir,Transport,Highway,SEPPI,Estado de São Paulo,,,Estado de São Paulo,644028920.0,BRL,644028920.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,41b91da5-95bb-49f8-a722-96bbbfd25918
Restaura&#231;&#227;o Florestal no Parna dos Campos Amaz&#244;nicos/AM/MT/RO,"Concessão para manejo florestal sustentável de 961,3 mil hectares, dos quais 6.948,34 hectares degradados da floresta são destinados para restauração florestal, recuperação de seus serviços ecossistêmicos e geração de emprego e renda para a comunidade local.",Other,Other,SEPPI,Machadinho d'Oeste; Humaitá; Manicoré; Novo Aripuanã; Colniza,"{'address': 'Humaitá, Amazonas', 'location': {'x': '-63.0291141', 'y': '-7.5134958'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Humaitá, Amazonas', 'City': 'Humaitá', 'Subregion': '', 'Region': 'Amazonas'}}","{'address': 'Manicoré, Amazonas', 'location': {'x': '-61.2997018', 'y': '-5.8130351'}, 'score': 100.0, 'attributes': {'ResultID': 3, 'Place_addr': 'Manicoré, Amazonas', 'City': 'Manicoré', 'Subregion': '', 'Region': 'Amazonas'}}",Machadinho d'Oeste,0.18199,BRL,0.18199 BRL,Project Definition,True,Refurbishment/Replacement,,,,,4211d891-42fc-4146-8380-ffb95a60eb7e
Manejo Sustent&#225;vel na Flona do Tapirap&#233;-Aquiri/PA,Concessão florestal para a prática de manejo florestal sustentável voltado &#224; exploração econômica de produtos florestais madeireiros e não madeireiros em Unidades de Manejo Florestal (UMF) na Floresta Nacional do Tapirapé-Aquiri/PA.,Other,Other,SEPPI,Marabá; São Félix do Xingu,"{'address': 'Marabá, Pará', 'location': {'x': '-49.1168974', 'y': '-5.3699697'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Marabá, Pará', 'City': 'Marabá', 'Subregion': '', 'Region': 'Pará'}}","{'address': 'São Félix do Xingu, Pará', 'location': {'x': '-51.9729964', 'y': '-6.6485736'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'São Félix do Xingu, Pará', 'City': 'São Félix do Xingu', 'Subregion': '', 'Region': 'Pará'}}",Marabá,0.181934,BRL,0.181934 BRL,Project Definition,True,Refurbishment/Replacement,,,,,4226a865-eb3a-458a-8d9e-5325c4e72954
Rumo Malha Sul - Corredor Mercosul,A definir,Transport,Intercity Rail,SEPPI,Estado do Paraná,,,Estado do Paraná,932054400.0,BRL,932054400.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,4252fabb-b261-45b5-9bab-27a440801174
IQI16 – Terminal de granel sólido mineral no Porto de Itaqui/MA,A Definir,Transport,Seaport,SEPPI,Maranhão,,,Maranhão,10894400.0,BRL,10894400.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,42887213-1969-471b-8f23-b3fcfb382fd5
Ilumina&#231;&#227;o P&#250;blica - Cuiab&#225; (MT),A definir,Urban Services,Street Lighting,SEPPI,Cuiabá,,,Cuiabá,0.184932,BRL,0.184932 BRL,Project Definition,True,Refurbishment/Replacement,,,,,42db8048-3b50-4172-a556-3256e96f74de
Consórcio Oeste Paulista,A Definir,Water & Waste,Solid Waste Facility,SEPPI,São Paulo,,,São Paulo,38310459.0,BRL,38310459.0 BRL,Project Definition,True,New,,,,,43cd2f4b-7147-458d-be96-863ad3d35a00
Platôs de Guadalupe/PI,A Definir,Water & Waste,Irrigation,SEPPI,Piauí,,,Piauí,310816000.0,BRL,310816000.0 BRL,Project Definition,True,New,,,,,44cd4078-42b0-4a83-8955-efa31cdb2130
Barragens da Codevasf,A definir,Water & Waste,Other Water & Waste,SEPPI,Estado da Bahia,,,Estado da Bahia,0.181623,BRL,0.181623 BRL,Project Definition,True,Refurbishment/Replacement,,,,,453744dc-0465-4c51-b331-1d441f71c87e
Parque Nacional do Caparaó/MG/ES,A Definir,Other,Other,SEPPI,"Espírito Santo,Minas Gerais",,,"Espírito Santo,Minas Gerais",0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,464b9e5c-896c-4b9b-a33f-c07e26209911
Consórcio Mogiana,A Definir,Water & Waste,Solid Waste Facility,SEPPI,São Paulo,,,São Paulo,69140153.0,BRL,69140153.0 BRL,Project Definition,True,New,,,,,47f8bb42-bbe9-4f12-822d-713277736d71
FTL - Ferrovia Transnordestina Logística S.A.,A Definir,Transport,Intercity Rail,SEPPI,"Alagoas,Ceará,Maranhão,Paraíba,Pernambuco,Piauí,Rio Grande do Norte",,,"Alagoas,Ceará,Maranhão,Paraíba,Pernambuco,Piauí,Rio Grande do Norte",0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,47fe6ece-74b6-4c8b-b835-43286ef737c0
BR-116/BA/PE - Rota dos Sert&#245;es,BR-116/BA/PE - Feira de Santana a Salgueiro&#10;Trecho com 502 km de extensão.,Transport,Highway,SEPPI,Bahia; Pernambuco,"{'address': 'BA', 'location': {'x': '-41.721435781216', 'y': '-12.475311328523'}, 'score': 100.0, 'attributes': {'ResultID': 1, 'Place_addr': 'Bahia', 'City': '', 'Subregion': '', 'Region': 'Bahia'}}","{'address': 'PE', 'location': {'x': '-37.997678124001', 'y': '-8.325217431166'}, 'score': 100.0, 'attributes': {'ResultID': 2, 'Place_addr': 'Pernambuco', 'City': '', 'Subregion': '', 'Region': 'Pernambuco'}}",Bahia,791253360.0,BRL,791253360.0 BRL,Project Definition,True,New,,,,,484b4856-48b1-4ff7-a136-e920fb65d647
MCP01 - Terminal para cavaco de madeira no Porto de Santana/AP,"A área objeto do arrendamento é atualmente um brownfield com estruturas existentes e está localizada dentro do Porto Organizado de Santana, possuindo uma superfície total de 30.546,00 m&#178;. O empreendimento disp&#245;e de um pátio amplo onde os cavacos de madeira são empilhados e armazenados com capacidade estática total de 70.000 toneladas, segundo o Plano Mestre do Porto de Santana (2017).",Transport,Seaport,SEPPI,Amapá,,,Amapá,14886432.0,BRL,14886432.0 BRL,Project Definition,True,Refurbishment/Replacement,,,,,4a6169ec-387d-48e7-a14a-451e59b97f31
Operação de Voos Panorâmicos - Parque Nacional do Iguaçu/PR,A Definir,Other,Other,SEPPI,Paraná,,,Paraná,0.0,BRL,,Project Definition,True,Refurbishment/Replacement,,,,,4a9e98e6-ec2e-4131-bd7f-e25a3530c678
"Leilão de Energia Nova ""A-5"" de 2025",A Definir,Energy,Other Energy,SEPPI,,,,,0.0,BRL,,Project Definition,True,New,,,,,4b423463-877c-4867-b94b-2083d8972cc6
